artist,track,time,date.entered,week,position
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,11,62
"Cagle, Chris",My Love Goes On And ...,3:02,2000-10-21,11,91
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,11,1
"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,11,67
Changing Faces,That Other Woman,4:00,2000-09-30,11,97
"Chesney, Kenny",I Lost It,3:54,2000-10-21,11,36
"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,11,56
Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,11,85
Common,The Light,3:55,2000-08-05,11,52
Counting Crows,Hanginaround,4:07,1999-11-06,11,29
Creed,Higher,5:16,1999-09-11,11,57
Creed,With Arms Wide Open,3:52,2000-05-13,11,70
"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,11,80
D'Angelo,Untitled (How Does I...,7:10,2000-01-22,11,39
DMX,Party Up (Up In Here...,3:45,2000-02-26,11,27
DMX,What You Want,4:05,2000-07-01,11,52
DMX,What's My Name,3:50,2000-01-15,11,100
Da Brat,That's What I'm Look...,3:44,2000-02-26,11,71
Da Brat,What'Chu Like,3:57,2000-06-03,11,26
"Davidson, Clay",Unconditional,3:56,2000-03-25,11,54
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,11,1
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,11,13
Destiny's Child,Say My Name,4:31,1999-12-25,11,17
"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,11,92
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,11,11
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,11,27
"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,11,86
"Dixie Chicks, The",Without You,3:32,2000-10-07,11,35
Dr. Dre,Forgot About Dre,3:42,2000-01-22,11,25
Dr. Dre,The Next Episode,2:38,2000-05-27,11,26
Drama,"Left, Right, Left",3:37,2000-02-12,11,100
Dream,He Loves U Not,3:43,2000-09-30,11,11
"Eastsidaz, The",G'D Up,4:27,2000-01-08,11,83
Eiffel 65,Blue,3:29,1999-12-11,11,13
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,11,8
Eminem,Stan,5:26,2000-11-04,11,69
Eminem,The Real Slim Shady,4:42,2000-05-06,11,8
"Evans, Sara",Born To Fly,5:36,2000-10-21,11,34
Eve,Love Is Blind,3:51,2000-01-08,11,50
Everclear,Wonderful,4:30,2000-07-08,11,28
"Fabian, Lara",I Will Love Again,3:43,2000-06-10,11,37
Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,11,76
Filter,Take A Picture,4:23,1999-11-27,11,12
Foo Fighters,Learn To Fly,3:55,1999-10-16,11,22
"Gill, Vince",Feels Like Love,4:13,2000-09-02,11,53
"Gilman, Billy",One Voice,4:07,2000-06-17,11,43
Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,11,64
Ginuwine,The Best Man I Can B...,4:06,2000-01-08,11,85
Goo Goo Dolls,Broadway,3:54,2000-04-22,11,24
"Gray, Macy",I Try,3:52,2000-02-19,11,7
"Griggs, Andy",She's More,3:19,2000-03-11,11,47
Guy,Dancin',4:08,1999-12-18,11,94
"Hart, Beth",L.A. Song,3:47,1999-11-27,11,91
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,11,65
"Henley, Don",Taking You Home,4:08,2000-06-24,11,71
"Hill, Faith",Breathe,4:04,1999-11-06,11,30
"Hill, Faith",Let's Make Love,4:11,2000-08-12,11,54
Hoku,Another Dumb Blonde,3:47,2000-02-19,11,53
Hot Boys,I Need A Hot Girl,4:16,2000-02-19,11,92
"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,11,59
"Houston, Whitney",I Learned From The B...,4:18,2000-02-19,11,82
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,11,8
IMx,Stay The Night,3:37,1999-10-09,11,40
Ice Cube,You Can Do It,4:20,1999-12-04,11,73
Ideal,Whatever,3:48,2000-06-10,11,47
"Iglesias, Enrique",Be With You,3:36,2000-04-01,11,5
"Iglesias, Enrique",Rhythm Divine,7:35,1999-12-04,11,49
J-Shin,One Night Stand,4:34,1999-12-25,11,38
Ja Rule,Between Me And You,4:05,2000-09-16,11,11
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,11,37
"Jackson, Alan",Pop A Top,3:04,1999-11-13,11,43
"Jackson, Alan",www.memory,2:36,2000-11-04,11,63
Jagged Edge,He Can't Love U,3:30,1999-12-11,11,24
Jagged Edge,Let's Get Married,4:23,2000-05-06,11,23
Janet,Doesn't Really Matte...,4:17,2000-06-17,11,1
Jay-Z,Big Pimpin',3:55,2000-04-22,11,21
Jay-Z,Hey Papi,3:40,2000-08-12,11,85
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,11,12
"Jean, Wyclef",911,4:00,2000-10-07,11,44
Joe,I Wanna Know,4:57,2000-01-01,11,27
Joe,Treat Her Like A Lad...,4:12,2000-08-05,11,78
"John, Elton",Someday Out Of The B...,4:41,2000-04-22,11,93
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,11,33
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,11,24
Kandi,Don't Think I'm Not,3:50,2000-08-05,11,26
"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,11,54
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,11,31
Kelis,Caught Out There,4:09,1999-12-04,11,75
Kid Rock,Only God Knows Why,5:27,2000-02-19,11,21
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,11,40
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,11,27
Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,11,95
Lil' Kim,How Many Licks?,3:50,2000-11-25,11,96
Lil' Zane,Callin' Me,3:43,2000-07-29,11,67
Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,11,96
Limp Bizkit,Re-Arranged,4:08,1999-12-04,11,89
Limp Bizkit,Rollin',4:04,2000-11-11,11,80
Lonestar,Amazed,4:25,1999-06-05,11,26
Lonestar,Smile,3:33,1999-12-18,11,43
Lonestar,What About Now,3:30,2000-06-10,11,30
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,11,96
"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,11,71
Lucy Pearl,Dance Tonight,3:45,2000-05-20,11,36
Ludacris,What's Your Fantasy,4:16,2000-09-30,11,22
M2M,Don't Say You Love M...,3:41,1999-11-20,11,98
M2M,Mirror Mirror,3:19,2000-04-01,11,74
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,11,88
Madonna,Music,3:45,2000-08-12,11,2
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,11,91
"Martin, Ricky",She Bangs,4:02,2000-10-07,11,22
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,11,31
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,11,42
"McBride, Martina",There You Are,3:26,2000-09-09,11,63
"McEntire, Reba",I'll Be,4:23,2000-05-13,11,52
"McEntire, Reba",What Do You Say,3:26,1999-10-30,11,53
"McGraw, Tim",My Best Friend,4:33,1999-11-27,11,29
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,11,28
"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,11,58
"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,11,61
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,11,31
Metallica,I Disappear,4:26,2000-05-13,11,83
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,11,37
"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,11,42
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,11,6
Musiq,Just Friends,4:02,2000-10-14,11,32
Mya,Case Of The Ex (What...,3:50,2000-08-19,11,17
Mya,The Best Of Me,4:12,2000-04-15,11,72
Mystikal,Shake Ya Ass,4:46,2000-08-12,11,14
N'Sync,Bye Bye Bye,3:15,2000-01-29,11,5
N'Sync,It's Gonna Be Me,3:10,2000-05-06,11,5
N'Sync,This I Promise You,4:23,2000-09-30,11,6
Nas,You Owe Me,3:51,2000-03-25,11,75
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,11,37
Next,Wifey,4:03,2000-05-27,11,21
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,11,11
No Doubt,Simple Kind Of Life,4:11,2000-07-01,11,88
"Paisley, Brad",We Danced,3:45,2000-10-14,11,36
Papa Roach,Last Resort,3:19,2000-07-29,11,63
Pink,Most Girls,4:06,2000-08-12,11,5
Pink,There U Go,3:23,2000-03-04,11,15
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,11,64
Profyle,Liar,3:57,2000-09-16,11,35
R.E.M.,The Great Beyond,4:10,1999-12-25,11,60
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,11,49
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,11,48
Red Hot Chili Peppers,Californication,5:21,2000-07-29,11,74
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,11,29
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,11,26
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,11,77
"Rimes, LeAnn",I Need You,3:42,2000-05-27,11,13
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,11,46
Ruff Endz,No More,3:56,2000-07-01,11,8
Sammie,I Like It,4:09,2000-01-29,11,29
Santana,"Maria, Maria",4:18,2000-02-12,11,1
Savage Garden,Crash And Burn,4:41,2000-04-08,11,34
Savage Garden,I Knew I Loved You,4:07,1999-10-23,11,4
SheDaisy,I Will.. But,3:40,2000-07-15,11,44
Shyne,Bad Boyz,4:22,2000-09-09,11,74
"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,11,38
Sisqo,Got To Get It,3:52,1999-11-20,11,43
Sisqo,Incomplete,3:52,2000-06-24,11,2
Sisqo,Thong Song,4:05,2000-01-29,11,6
Sister Hazel,Change Your Mind,4:02,2000-07-15,11,84
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,11,16
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,11,48
Sonique,It Feels So Good,3:48,2000-01-22,11,13
SoulDecision,Faded,3:25,2000-07-08,11,22
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,11,41
"Spears, Britney",Lucky,3:23,2000-08-12,11,100
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,11,14
Splender,I Think God Can Expl...,3:55,2000-06-10,11,95
Sting,Desert Rose,3:52,2000-05-13,11,19
Stone Temple Pilots,Sour Girl,4:16,2000-07-08,11,91
"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,11,63
"Strait, George",Go On,3:48,2000-08-26,11,44
"Strait, George",The Best Day,3:24,2000-01-29,11,33
Sugar Ray,Falls Apart,4:15,2000-01-15,11,47
Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,11,95
Third Eye Blind,Never Let You Go,3:57,2000-01-22,11,14
"Thomas, Carl",Emotional,4:31,2000-11-25,11,60
"Thomas, Carl",I Wish,3:50,2000-03-25,11,22
"Thomas, Carl",Summer Rain,4:57,2000-09-23,11,95
"Tippin, Aaron",Kiss This,2:53,2000-08-26,11,51
Train,Meet Virginia,3:55,1999-10-09,11,22
Trick Daddy,Shut Up,4:17,2000-05-20,11,97
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,11,33
"Urban, Keith",Your Everything,4:10,2000-07-15,11,55
"Vassar, Phil",Carlene,4:07,2000-03-04,11,52
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,11,43
Vertical Horizon,Everything You Want,4:01,2000-01-22,11,17
Vertical Horizon,You're A God,3:45,2000-08-26,11,23
Vitamin C,Graduation (Friends ...,4:23,2000-04-15,11,57
"Walker, Clay","Live, Laugh, Love",4:06,1999-12-04,11,98
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,11,44
Westlife,Swear It Again,4:07,2000-04-01,11,32
"Williams, Robbie",Angels,3:56,1999-11-20,11,72
"Wills, Mark",Back At One,4:00,2000-01-15,11,45
"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,11,80
Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,11,97
matchbox twenty,Bent,4:12,2000-04-29,11,8
3 Doors Down,Kryptonite,3:53,2000-04-08,12,51
3 Doors Down,Loser,4:24,2000-10-21,12,59
504 Boyz,Wobble Wobble,3:35,2000-04-15,12,70
98^0,Give Me Just One Nig...,3:24,2000-08-19,12,22
Aaliyah,I Don't Wanna,4:15,2000-01-29,12,37
Aaliyah,Try Again,4:03,2000-03-18,12,8
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,12,68
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,12,1
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,12,3
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,12,3
Alice Deejay,Better Off Alone,6:50,2000-04-08,12,37
Anastacia,I'm Outta Love,4:01,2000-04-01,12,97
"Anthony, Marc",My Baby You,3:59,2000-09-16,12,74
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,12,13
Avant,My First Love,4:28,2000-11-04,12,31
Avant,Separated,4:13,2000-04-29,12,28
BBMak,Back Here,3:35,2000-04-29,12,15
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,12,19
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,12,6
"Backstreet Boys, The",The One,3:46,2000-05-27,12,90
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,12,11
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,12,53
Barenaked Ladies,Pinch Me,3:46,2000-09-09,12,15
Beenie Man,Girls Dem Sugar,4:17,2000-10-21,12,92
Big Punisher,It's So Hard,3:25,2000-04-22,12,88
Black Rob,Whoa!,4:04,2000-03-04,12,57
"Black, Clint",Been There,5:28,2000-02-19,12,55
Blaque,Bring It All To Me,3:46,1999-10-23,12,9
"Blige, Mary J.",Deep Inside,5:26,1999-11-13,12,67
Blink-182,All The Small Things,2:52,1999-12-04,12,6
Bloodhound Gang,The Bad Touch,4:20,2000-03-18,12,98
Bon Jovi,It's My Life,3:44,2000-08-12,12,34
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,12,5
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,12,53
"Brock, Chad",Yes!,3:22,2000-04-08,12,27
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,12,56
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,12,2
"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,12,83
"Chesney, Kenny",I Lost It,3:54,2000-10-21,12,45
"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,12,56
Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,12,91
Common,The Light,3:55,2000-08-05,12,56
Counting Crows,Hanginaround,4:07,1999-11-06,12,29
Creed,Higher,5:16,1999-09-11,12,57
Creed,With Arms Wide Open,3:52,2000-05-13,12,79
"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,12,89
D'Angelo,Untitled (How Does I...,7:10,2000-01-22,12,44
DMX,Party Up (Up In Here...,3:45,2000-02-26,12,27
DMX,What You Want,4:05,2000-07-01,12,55
Da Brat,That's What I'm Look...,3:44,2000-02-26,12,72
Da Brat,What'Chu Like,3:57,2000-06-03,12,28
"Davidson, Clay",Unconditional,3:56,2000-03-25,12,50
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,12,1
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,12,8
Destiny's Child,Say My Name,4:31,1999-12-25,12,14
"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,12,92
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,12,8
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,12,27
"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,12,88
"Dixie Chicks, The",Without You,3:32,2000-10-07,12,31
Dr. Dre,Forgot About Dre,3:42,2000-01-22,12,26
Dr. Dre,The Next Episode,2:38,2000-05-27,12,27
Drama,"Left, Right, Left",3:37,2000-02-12,12,98
Dream,He Loves U Not,3:43,2000-09-30,12,8
"Eastsidaz, The",G'D Up,4:27,2000-01-08,12,82
Eiffel 65,Blue,3:29,1999-12-11,12,19
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,12,11
Eminem,Stan,5:26,2000-11-04,12,77
Eminem,The Real Slim Shady,4:42,2000-05-06,12,9
"Evans, Sara",Born To Fly,5:36,2000-10-21,12,46
Eve,Love Is Blind,3:51,2000-01-08,12,59
Everclear,Wonderful,4:30,2000-07-08,12,25
"Fabian, Lara",I Will Love Again,3:43,2000-06-10,12,45
Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,12,95
Filter,Take A Picture,4:23,1999-11-27,12,13
Foo Fighters,Learn To Fly,3:55,1999-10-16,12,22
"Gill, Vince",Feels Like Love,4:13,2000-09-02,12,52
"Gilman, Billy",One Voice,4:07,2000-06-17,12,38
Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,12,71
Ginuwine,The Best Man I Can B...,4:06,2000-01-08,12,89
Goo Goo Dolls,Broadway,3:54,2000-04-22,12,33
"Gray, Macy",I Try,3:52,2000-02-19,12,7
"Griggs, Andy",She's More,3:19,2000-03-11,12,43
"Hart, Beth",L.A. Song,3:47,1999-11-27,12,97
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,12,60
"Henley, Don",Taking You Home,4:08,2000-06-24,12,71
"Hill, Faith",Breathe,4:04,1999-11-06,12,23
"Hill, Faith",Let's Make Love,4:11,2000-08-12,12,69
Hoku,Another Dumb Blonde,3:47,2000-02-19,12,56
Hot Boys,I Need A Hot Girl,4:16,2000-02-19,12,95
"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,12,70
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,12,8
IMx,Stay The Night,3:37,1999-10-09,12,36
Ice Cube,You Can Do It,4:20,1999-12-04,12,89
Ideal,Whatever,3:48,2000-06-10,12,50
"Iglesias, Enrique",Be With You,3:36,2000-04-01,12,4
"Iglesias, Enrique",Rhythm Divine,7:35,1999-12-04,12,51
J-Shin,One Night Stand,4:34,1999-12-25,12,45
Ja Rule,Between Me And You,4:05,2000-09-16,12,14
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,12,37
"Jackson, Alan",Pop A Top,3:04,1999-11-13,12,47
"Jackson, Alan",www.memory,2:36,2000-11-04,12,67
Jagged Edge,He Can't Love U,3:30,1999-12-11,12,24
Jagged Edge,Let's Get Married,4:23,2000-05-06,12,15
Janet,Doesn't Really Matte...,4:17,2000-06-17,12,1
Jay-Z,Big Pimpin',3:55,2000-04-22,12,18
Jay-Z,Hey Papi,3:40,2000-08-12,12,91
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,12,12
"Jean, Wyclef",911,4:00,2000-10-07,12,49
Joe,I Wanna Know,4:57,2000-01-01,12,25
Joe,Treat Her Like A Lad...,4:12,2000-08-05,12,84
"John, Elton",Someday Out Of The B...,4:41,2000-04-22,12,89
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,12,29
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,12,20
Kandi,Don't Think I'm Not,3:50,2000-08-05,12,26
"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,12,62
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,12,31
Kelis,Caught Out There,4:09,1999-12-04,12,90
Kid Rock,Only God Knows Why,5:27,2000-02-19,12,25
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,12,40
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,12,36
Lil' Zane,Callin' Me,3:43,2000-07-29,12,84
Limp Bizkit,Re-Arranged,4:08,1999-12-04,12,93
Limp Bizkit,Rollin',4:04,2000-11-11,12,86
Lonestar,Amazed,4:25,1999-06-05,12,24
Lonestar,Smile,3:33,1999-12-18,12,41
Lonestar,What About Now,3:30,2000-06-10,12,30
"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,12,72
Lucy Pearl,Dance Tonight,3:45,2000-05-20,12,43
Ludacris,What's Your Fantasy,4:16,2000-09-30,12,21
M2M,Don't Say You Love M...,3:41,1999-11-20,12,98
M2M,Mirror Mirror,3:19,2000-04-01,12,70
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,12,88
Madonna,Music,3:45,2000-08-12,12,2
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,12,28
"Martin, Ricky",She Bangs,4:02,2000-10-07,12,29
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,12,39
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,12,42
"McBride, Martina",There You Are,3:26,2000-09-09,12,82
"McEntire, Reba",I'll Be,4:23,2000-05-13,12,51
"McEntire, Reba",What Do You Say,3:26,1999-10-30,12,43
"McGraw, Tim",My Best Friend,4:33,1999-11-27,12,33
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,12,40
"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,12,59
"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,12,72
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,12,28
Metallica,I Disappear,4:26,2000-05-13,12,82
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,12,42
"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,12,53
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,12,5
Musiq,Just Friends,4:02,2000-10-14,12,31
Mya,Case Of The Ex (What...,3:50,2000-08-19,12,10
Mya,The Best Of Me,4:12,2000-04-15,12,84
Mystikal,Shake Ya Ass,4:46,2000-08-12,12,13
N'Sync,Bye Bye Bye,3:15,2000-01-29,12,4
N'Sync,It's Gonna Be Me,3:10,2000-05-06,12,4
N'Sync,This I Promise You,4:23,2000-09-30,12,7
Nas,You Owe Me,3:51,2000-03-25,12,82
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,12,30
Next,Wifey,4:03,2000-05-27,12,20
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,12,6
No Doubt,Simple Kind Of Life,4:11,2000-07-01,12,100
"Paisley, Brad",We Danced,3:45,2000-10-14,12,42
Papa Roach,Last Resort,3:19,2000-07-29,12,60
Pink,Most Girls,4:06,2000-08-12,12,5
Pink,There U Go,3:23,2000-03-04,12,17
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,12,64
Profyle,Liar,3:57,2000-09-16,12,43
R.E.M.,The Great Beyond,4:10,1999-12-25,12,63
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,12,46
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,12,46
Red Hot Chili Peppers,Californication,5:21,2000-07-29,12,69
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,12,29
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,12,23
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,12,76
"Rimes, LeAnn",I Need You,3:42,2000-05-27,12,11
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,12,54
Ruff Endz,No More,3:56,2000-07-01,12,8
Sammie,I Like It,4:09,2000-01-29,12,24
Santana,"Maria, Maria",4:18,2000-02-12,12,1
Savage Garden,Crash And Burn,4:41,2000-04-08,12,39
Savage Garden,I Knew I Loved You,4:07,1999-10-23,12,6
SheDaisy,I Will.. But,3:40,2000-07-15,12,43
Shyne,Bad Boyz,4:22,2000-09-09,12,81
"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,12,38
Sisqo,Got To Get It,3:52,1999-11-20,12,51
Sisqo,Incomplete,3:52,2000-06-24,12,4
Sisqo,Thong Song,4:05,2000-01-29,12,6
Sister Hazel,Change Your Mind,4:02,2000-07-15,12,87
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,12,15
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,12,48
Sonique,It Feels So Good,3:48,2000-01-22,12,13
SoulDecision,Faded,3:25,2000-07-08,12,27
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,12,45
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,12,15
Splender,I Think God Can Expl...,3:55,2000-06-10,12,100
Sting,Desert Rose,3:52,2000-05-13,12,19
Stone Temple Pilots,Sour Girl,4:16,2000-07-08,12,94
"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,12,73
"Strait, George",Go On,3:48,2000-08-26,12,46
"Strait, George",The Best Day,3:24,2000-01-29,12,33
Sugar Ray,Falls Apart,4:15,2000-01-15,12,49
Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,12,93
Third Eye Blind,Never Let You Go,3:57,2000-01-22,12,16
"Thomas, Carl",Emotional,4:31,2000-11-25,12,62
"Thomas, Carl",I Wish,3:50,2000-03-25,12,26
"Tippin, Aaron",Kiss This,2:53,2000-08-26,12,60
Train,Meet Virginia,3:55,1999-10-09,12,21
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,12,31
"Urban, Keith",Your Everything,4:10,2000-07-15,12,66
"Vassar, Phil",Carlene,4:07,2000-03-04,12,56
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,12,41
Vertical Horizon,Everything You Want,4:01,2000-01-22,12,15
Vertical Horizon,You're A God,3:45,2000-08-26,12,23
Vitamin C,Graduation (Friends ...,4:23,2000-04-15,12,87
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,12,53
Westlife,Swear It Again,4:07,2000-04-01,12,25
"Williams, Robbie",Angels,3:56,1999-11-20,12,83
"Wills, Mark",Back At One,4:00,2000-01-15,12,52
"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,12,75
Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,12,96
matchbox twenty,Bent,4:12,2000-04-29,12,6
3 Doors Down,Kryptonite,3:53,2000-04-08,13,47
3 Doors Down,Loser,4:24,2000-10-21,13,61
504 Boyz,Wobble Wobble,3:35,2000-04-15,13,75
98^0,Give Me Just One Nig...,3:24,2000-08-19,13,29
Aaliyah,I Don't Wanna,4:15,2000-01-29,13,38
Aaliyah,Try Again,4:03,2000-03-18,13,6
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,13,61
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,13,1
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,13,3
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,13,3
Alice Deejay,Better Off Alone,6:50,2000-04-08,13,39
Amber,Sexual,4:38,1999-07-17,13,96
"Anthony, Marc",My Baby You,3:59,2000-09-16,13,87
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,13,13
Avant,My First Love,4:28,2000-11-04,13,38
Avant,Separated,4:13,2000-04-29,13,27
BBMak,Back Here,3:35,2000-04-29,13,18
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,13,29
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,13,6
"Backstreet Boys, The",The One,3:46,2000-05-27,13,93
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,13,15
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,13,43
Barenaked Ladies,Pinch Me,3:46,2000-09-09,13,15
Beenie Man,Girls Dem Sugar,4:17,2000-10-21,13,85
Big Punisher,It's So Hard,3:25,2000-04-22,13,94
Black Rob,Whoa!,4:04,2000-03-04,13,70
"Black, Clint",Been There,5:28,2000-02-19,13,53
